,sentence1,sentence21,sentence22,pronoun,referent1,wrong_referent1,referent2,wrong_referent2
2522,The sniper killed the terrorist,He was a ruthless warlord,He was a brutal arms dealer,He,terrorist,sniper,terrorist,sniper
2523,The birds chewed on the exotic seeds,They were flying in the sky,They were satisfying their cravings,They,birds,seeds,birds,seeds
2524,The sturdy knife scraped the fence quickly,It was flimsy and ineffective,It was old and rusted,It,fence,knife,fence,knife
2525,The sniper fired the terrorist,He was a ruthless human rights violator,He was a brutal assassin,He,terrorist,sniper,terrorist,sniper
2526,The sniper executed the terrorist,He was a ruthless war criminal,He was a accurate shooter,He,terrorist,sniper,sniper,terrorist
2527,The sniper took out the terrorist,He was a brutal cyber criminal,He was a dangerous murderer,He,terrorist,sniper,terrorist,sniper
2528,The sniper killed the terrorist,He was a brutal guy,He was a precise assassin,He,terrorist,sniper,sniper,terrorist
2529,The sniper fired the terrorist,He was a brutal dealer,He was a brutal insurgent,He,terrorist,sniper,terrorist,sniper
2530,The sniper fired the terrorist,He was a winning sharpshooter,He was a dangerous arms smuggler,He,sniper,terrorist,terrorist,sniper
2531,The precise sniper took down the terrorist,He was a ruthless human rights abuser,He was a brutal dictator,He,terrorist,sniper,terrorist,sniper
2532,The sniper assassinated the terrorist,He was a brutal human rights violator,He was a winning marksman,He,terrorist,sniper,sniper,terrorist
2533,The storm threatened the morning flight,It was bringing high winds,It was causing flash floods,It,storm,flight,storm,flight
2534,The sniper assassinated the terrorist,He was a resourceful sharpshooter,He was a brutal killer,He,sniper,terrorist,terrorist,sniper
2535,The sniper took aim the terrorist,He was a notorious bomber,He was a notorious combatant,He,terrorist,sniper,terrorist,sniper
2536,The durable knife cut through the fence separating the yards,It was easily cut,It was weathered and decayed,It,fence,knife,fence,knife
2537,The birds experimented with the seeds,They were scrumptious,They were poised,They,seeds,birds,birds,seeds
2538,The active bee landed on the delicious flower,It was seeking more flowers,It was harvesting pollen,It,bee,flower,bee,flower
2539,The sniper killed the terrorist,He was a notorious arms dealer,He was a precise killer,He,terrorist,sniper,sniper,terrorist
2540,The resourceful sniper eliminated the terrorist,He was a talented sharpshooter,He was a veteran marksman,He,sniper,terrorist,sniper,terrorist
2541,The sniper killed the terrorist,He was a brutal bomber,He was a dangerous arms dealer,He,terrorist,sniper,terrorist,sniper
2542,The sniper executed the terrorist,He was a winning shooter,He was a accurate shooter,He,sniper,terrorist,sniper,terrorist
2543,The sailors threw themselves off the exposed boats,They were testing their limits,They were avoiding the rocks,They,sailors,boats,sailors,boats
2544,The sniper took aim the terrorist,He was a ruthless killer,He was a resourceful marksman,He,terrorist,sniper,sniper,terrorist
2545,The bee perched on the flower,It was rich in nectar,It was supplying nectar,It,flower,bee,flower,bee
2546,The heart circulated blood with care,It was a robust muscle,It was a quick organ,It,heart,blood,heart,blood
2547,The students created projects based on the books,They were filled with knowledge,They were planning their next trip,They,books,students,students,books
2548,The sniper executed the terrorist,He was a winning assassin,He was a dangerous war criminal,He,sniper,terrorist,terrorist,sniper
2549,The sniper neutralized the terrorist,He was a resourceful killer,He was a resourceful marksman,He,sniper,terrorist,sniper,terrorist
2550,The durable knife scratched the fence surrounding the pool,It was rotten and weakened by time,It was easily damaged and ineffective,It,fence,knife,fence,knife
2551,The panicked sailors jumped off the boats,They were taking on water,They were not being careful,They,boats,sailors,sailors,boats
2552,The sniper took out the terrorist,He was a precise sharpshooter,He was a winning shooter,He,sniper,terrorist,sniper,terrorist
2553,The sniper killed the terrorist,He was a resourceful sharpshooter,He was a accurate shooter,He,sniper,terrorist,sniper,terrorist
2554,The sniper killed the terrorist,He was a dangerous drug lord,He was a dangerous warmonger,He,terrorist,sniper,terrorist,sniper
2555,The sniper killed the terrorist,He was a brutal guy,He was a dangerous human rights abuser,He,terrorist,sniper,terrorist,sniper
2556,The sniper targeted the terrorist,He was a dangerous human rights violator,He was a ruthless assassin,He,terrorist,sniper,terrorist,sniper
2557,The precise sniper neutralized the terrorist,He was a top shooter,He was a talented sharpshooter,He,sniper,terrorist,sniper,terrorist
2558,The students examined the books,They were outdated,They were boring,They,books,students,books,students
2559,The sniper took aim the terrorist,He was a brutal drug lord,He was a notorious drug lord,He,terrorist,sniper,terrorist,sniper
2560,The sniper executed the terrorist,He was a ruthless bomber,He was a notorious bomb maker,He,terrorist,sniper,terrorist,sniper
2561,The heart circulated blood that maintained life,It was a immune-boosting liquid,It was a muscle-oxygenating liquid,It,blood,heart,blood,heart
2562,The sniper neutralized the brutal terrorist,He was a violent assassin,He was a resourceful sharpshooter,He,terrorist,sniper,sniper,terrorist
2563,The sniper eliminated the terrorist,He was a ruthless drug lord,He was a notorious drug lord,He,terrorist,sniper,terrorist,sniper
2564,The sniper took down the terrorist,He was a ruthless arms dealer,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
2565,The people blockaded the government building against the government,They were blocking free speech,They were embezzling funds,They,government,people,government,people
2566,The sniper took aim the terrorist,He was a ruthless money launderer,He was a resourceful marksman,He,terrorist,sniper,sniper,terrorist
2567,The storm posed a threat to the commercial flight,It was full of passengers,It was making road conditions hazardous,It,flight,storm,storm,flight
2568,The resourceful sniper killed the terrorist,He was a top sharpshooter,He was a veteran shooter,He,sniper,terrorist,sniper,terrorist
2569,The sniper took aim the terrorist,He was a ruthless human rights violator,He was a dangerous warlord,He,terrorist,sniper,terrorist,sniper
2570,The robust heart moved blood with assurance,It was a well-oiled muscle,It was a unwavering organ,It,heart,blood,heart,blood
2571,The people formed a human chain against the government,They were committing genocide,They were fighting for freedom,They,government,people,people,government
2572,The sniper assassinated the terrorist,He was a precise assassin,He was a resourceful assassin,He,sniper,terrorist,sniper,terrorist
2573,The knife severed the parking fence with care,It was sharp and powerful,It was a durable tool,It,knife,fence,knife,fence
2574,The agile bee hovered above the flower,It was attracting attention,It was fascinated by the pollen,It,flower,bee,bee,flower
2575,The storm caused the commercial flight,It was full of passengers,It was putting travelers in danger,It,flight,storm,storm,flight
2576,The sniper assassinated the terrorist,He was a dangerous criminal,He was a notorious human rights violator,He,terrorist,sniper,terrorist,sniper
2577,The sniper took down the terrorist,He was a brutal arms dealer,He was a ruthless human rights violator,He,terrorist,sniper,terrorist,sniper
2578,The heavy-duty knife punctured the fence surrounding the garden,It was weathered and corroded,It was damaged and unstable,It,fence,knife,fence,knife
2579,The storm postponed the international flight,It was causing flash floods,It was carrying essential supplies,It,storm,flight,flight,storm
2580,The sniper took aim the terrorist,He was a dangerous bomber,He was a resourceful sharpshooter,He,terrorist,sniper,sniper,terrorist
2581,The storm destroyed the international flight,It was making road conditions hazardous,It was putting travelers in danger,It,storm,flight,storm,flight
2582,The precise sniper executed the terrorist,He was a notorious bomb maker,He was a successful killer,He,terrorist,sniper,sniper,terrorist
2583,The sniper eliminated the terrorist,He was a resourceful killer,He was a dangerous murderer,He,sniper,terrorist,terrorist,sniper
2584,The sniper targeted the terrorist,He was a precise killer,He was a brutal bomber,He,sniper,terrorist,terrorist,sniper
2585,The sniper executed the terrorist,He was a notorious cyber criminal,He was a accurate killer,He,terrorist,sniper,sniper,terrorist
2586,The storm caused a delay for the commercial flight,It was producing tornadoes,It was making road conditions hazardous,It,storm,flight,storm,flight
2587,The sniper killed the terrorist,He was a accurate sharpshooter,He was a dangerous criminal,He,sniper,terrorist,terrorist,sniper
2588,The winning sniper targeted the terrorist,He was a talented assassin,He was a notorious bomb maker,He,sniper,terrorist,terrorist,sniper
2589,The sniper took down the terrorist,He was a brutal militant,He was a dangerous arms dealer,He,terrorist,sniper,terrorist,sniper
2590,The sniper took out the terrorist,He was a notorious guy,He was a dangerous warmonger,He,terrorist,sniper,terrorist,sniper
2591,The sniper eliminated the terrorist,He was a notorious killer,He was a ruthless cyber criminal,He,terrorist,sniper,terrorist,sniper
2592,The winning sniper neutralized the terrorist,He was a successful sharpshooter,He was a veteran sharpshooter,He,sniper,terrorist,sniper,terrorist
2593,The sniper took out the terrorist,He was a ruthless bomber,He was a brutal human trafficker,He,terrorist,sniper,terrorist,sniper
2594,The sniper neutralized the terrorist,He was a precise killer,He was a brutal combatant,He,sniper,terrorist,terrorist,sniper
2595,The sniper neutralized the terrorist,He was a notorious human rights abuser,He was a brutal warlord,He,terrorist,sniper,terrorist,sniper
2596,The sniper took out the terrorist,He was a notorious human rights abuser,He was a dangerous dealer,He,terrorist,sniper,terrorist,sniper
2597,The sailors fled the boats,They were having technical problems,They were not paying attention,They,boats,sailors,sailors,boats
